,Text,Season,Date,Sentiment Analysis
179,leeee thebachelorette s on hahaha,9,6/9/13,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5574}"
180,Catching up on thebachelorette and looking into buying some cats,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
181,Haven t watched last week s thebachelorette yet I seriously think that this may be a record for me dork,9,6/9/13,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.4767}"
182,So I m watching thebachelorette and can t shake how similar Heck and Des look Twinsies,9,6/9/13,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.1779}"
183,Overused phrases of thebachelorette we have a connection looking for my best friend ready for love want that next step predictable,9,6/9/13,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.9371}"
184,Des please don t ever try to rap again I m begging you thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}"
185,Perfect weather to catch up with thebachelorette sundayfunday Sidebar No grown man should go by the name Mikey Just sayin,9,6/9/13,"{'neg': 0.092, 'neu': 0.753, 'pos': 0.155, 'compound': 0.3612}"
186,The fact that I m missing all my favorite shows week lt lt lt lt lt lt awkward PLL thebachelorette girlcode teenwolf,9,6/9/13,"{'neg': 0.16, 'neu': 0.714, 'pos': 0.126, 'compound': 0.0516}"
187,what did u think about sending Robert home b4 a date w him Should she have given him a chance thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}"
188,What The bachelorette boys got to meet Soulja boy thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
189,What do you call a bachelorette party without a bride Friday thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
190,thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
191,New On HH Celebrities DesireeHartsock  Desiree Hartsock Not Sexy Enough celebrity gossip,9,6/9/13,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.5386}"
192,Good luck Dexter thebachelorette rose OMG THIS IS RAD,9,6/9/13,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.7096}"
193,Lee s at work Jake s still at his dads I can indulge  GetGlue,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
194,Wake up at 10 30 watch thebachelorette and enjoy the peace and quiet of my house while everyone s out perfectSunday,9,6/9/13,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.7717}"
195,I really wish Monday would hurry I miss watching thebachelorette,9,6/9/13,"{'neg': 0.151, 'neu': 0.566, 'pos': 0.283, 'compound': 0.3384}"
196,Follow  on Tumblr for sneak peaks gifs memes and more,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197,So sick of the  saying the right reasons,9,6/9/13,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.5563}"
198,brandonthebachelorette lt 3 rooting for him or brooksforester or benfromthebachelorette thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
199,Omg Des and Brooks are so cute sitting on the Hollywood sign and dancing to thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5949}"
200,No I m watching the theBachelorette RT Refiloe Who Lk4 RT He s God damn moist,9,6/9/13,"{'neg': 0.288, 'neu': 0.588, 'pos': 0.124, 'compound': -0.4215}"
201,Pheeewwwwww ,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
202,Rose ceremony ,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
203,Emily yaqhaza she knows what she wants theBachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
204,Good luck Dexter thebachelorette rose,9,6/9/13,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.7096}"
205,Nxaaaaw Jef tho ,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
206,Manje thina sibukele abantu abajolayo hai susa toe lmao mom tho theBachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}"
207,Jeff is so adorable ,9,6/9/13,"{'neg': 0.0, 'neu': 0.422, 'pos': 0.578, 'compound': 0.6269}"
208,Grown ass men crying thebachelorette,9,6/9/13,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.765}"
209,There are many ways to find love so allow RT kopzen desprate people RT ,9,6/9/13,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.7712}"
210,I like Doug too ,9,6/9/13,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
211,desprate people RT ,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
212,Chris o O noooo You must not break I love you ,9,6/9/13,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.5216}"
213,,9,6/9/13,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
214,These guys are mad and possessive and stuff Its funny ,9,6/9/13,"{'neg': 0.34, 'neu': 0.467, 'pos': 0.193, 'compound': -0.296}"
215,Des sent the most attractive guy home last week so like should I even watch this week guiltypleasure ,9,6/9/13,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.7532}"
216,,9,6/9/13,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
217,Omg he s soo adorable thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}"
218,thebachelorette juan pablo Hola,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
219,Hi taryn thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
220,Omgosh That s soooo adorable He brought his son ,9,6/3/13,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}"
221,Robert is sooo fucking sexy thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5709}"
222,These guys a funny group of guys thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
223,Couldn t figure out who the dentist that got voted of this week s  reminded me of then it hit me,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,Poem vom thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
225,that should have had more rhyming thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,This TV better not go out I catching up on thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
227,Catching up on thebachelorette premiere taking notes Literally 24 hours to lock in my bracket let me know if you want in,9,6/3/13,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}"
228,At the gym and 2 of my favorite things are playing cinderella and thebachelorette Too bad I can t hear either one GymProblems,9,6/3/13,"{'neg': 0.138, 'neu': 0.672, 'pos': 0.19, 'compound': 0.0772}"
229,Is anyone else checking out how hot the guys on thebachelorette are yowsa,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
230,Never trust a guy who decided that making everyone call him Juan Pablo at all times was a good idea Bozo ,9,6/3/13,"{'neg': 0.12, 'neu': 0.752, 'pos': 0.128, 'compound': 0.0511}"
231,I m taking my mind of things and watching ,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
232, Proving that jealousy isn t a female trait Yikes hovwaswrong,9,6/3/13,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}"
233,Robert kinda looks like Liam Hemsworth yeah I am officially dead thebachelorette,9,6/3/13,"{'neg': 0.257, 'neu': 0.478, 'pos': 0.264, 'compound': -0.2212}"
234,Watching thebachelorette makes me uncomfortable,9,6/3/13,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}"
235,My TV loves me back when I watch The Bachelorette with ViggleTV  viggle,9,6/3/13,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}"
236,Umm suit jacket way too big ,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
237,So you wear dentist suit Mess ,9,6/3/13,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}"
238,These men are so corny smh thebachelorette,9,6/3/13,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.3774}"
239,Did they give this girl some mace ,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
240,DjKevinToronto thebachelorette EPIC FAIL,9,6/3/13,"{'neg': 0.585, 'neu': 0.415, 'pos': 0.0, 'compound': -0.6408}"
241,So far looks like they found the 15 biggest douche bags in America ,9,6/3/13,"{'neg': 0.154, 'neu': 0.676, 'pos': 0.17, 'compound': 0.0679}"
242,Overheard you can see in her face she wants drown herself in the fountain thebachelorette,9,6/3/13,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.5719}"
243,I feel like Des could be Demi Lovato s older sister ,9,6/3/13,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
244,Catching up on The Bachelorette thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
245, is so funny These guys are so weird I feel so awkward but amused at the same time,9,6/3/13,"{'neg': 0.138, 'neu': 0.584, 'pos': 0.278, 'compound': 0.6279}"
246,So glad they are showing where Des meets the guys again ,9,6/3/13,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5095}"
247,thebachelorette slapstick comedy show,9,6/3/13,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}"
248,Tailor Magician NOPE thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,Um BYE JONATHAN Creepy ,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
250,Quite the interesting group thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.4549}"
251,Now my reality tv junkie husband and I are testing out another show we ve never seen thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
252,Watching thebachelorette and feelin soo bad for her after meeting that group of crazies notagoodoneinthebunch,9,6/3/13,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}"
253,Knight in shining armor Diogo you re out thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
254,Okay Ben is adorable thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.6249}"
255,Every single guy on thebachelorette right now is so weird,9,6/3/13,"{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.3052}"
256,Hahaha wow talk about some tools thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.8126}"
257,OMG sooo obsessed with Ben and his little son Brody thecutest ,9,6/3/13,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.1779}"
258,Oh my gosh A mess in shining armor ,9,6/3/13,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}"
259,Zak if things don t work out on  I luv a Fluids Engineer a man who knows how 2 handle fluids NoShirt,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
260,Tennis and tuxes do not look good guys stopit thebachelorette,9,6/3/13,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.3412}"
261,How do magician s learn those tricks The internet Anna age 8 ,9,6/3/13,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.128}"
262,I m at the gym and I reaalllyyy want to watch thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
263,Go with the gay attorney if you don t want to have sex ,9,6/3/13,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}"
264,Socially awkward moments two words thebachelorette,9,6/3/13,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}"
265,Finally watching thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
266,Swear to god if I see a tweet about there being a Larry on thebachelorette I AM,9,6/3/13,"{'neg': 0.084, 'neu': 0.769, 'pos': 0.147, 'compound': 0.2263}"
267,A mess A fuckin mess you almost ripped her dress ,9,6/3/13,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.6124}"
268,the introductions are always so awkkk i can t deal ,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
269,Brandon thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
270,Whew I wouldn t wear a shirt either if I were him thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
271,What a jackass ,9,6/3/13,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4215}"
272,Why are these guys sooooo fucking corny Keys abs athena Like dang ,9,6/3/13,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
273,No other tv show makes me want to vomit hide my face in embarrassment more thebachelorette,9,6/3/13,"{'neg': 0.338, 'neu': 0.597, 'pos': 0.065, 'compound': -0.6705}"
274,Quick cure for hatingyourhusband blues watch opening sequences of thebachelorette God what a passel of douchebags,9,6/3/13,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}"
275,These fools Lol thebachelorette,9,6/3/13,"{'neg': 0.4, 'neu': 0.25, 'pos': 0.35, 'compound': -0.1027}"
276,Watching  with Gigi,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
277,These guys intoducing themselves reminds me of drunk creeps trying to score at a bar thebachelorette,9,6/3/13,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}"
278,All these dudes on  look the same Wow One brutha tho He ll get kicked off tonight TokenChocolate,9,6/3/13,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}"
279,Omg it s like a train wreck but I can t look away meetingthemen thebachelorette,9,6/3/13,"{'neg': 0.154, 'neu': 0.709, 'pos': 0.138, 'compound': -0.0516}"
280,Robert thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
281,Ohhh so the hashtag guy works in social media Makes a little more sense now thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
282,My TV loves me back when I watch The Bachelorette with ViggleTV  viggle,9,6/3/13,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}"
283,Hashtag corny ,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
284,Will youstand up to Bullying SIGN HERE thebachelorette TV thevoice,9,6/3/13,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}"
285,This guy brings her a frigging WISHBONE LIke a where did you GET a wishbone and b why omg why thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.4173}"
286,thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
287,Awwww That was suave with the wishbone ,9,6/3/13,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}"
288,thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
289,Bryden s so sweet ,9,6/3/13,"{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.5095}"
290,I m watching  with 54 others on GetGlue,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,Desiree you turn lesbian for me I ll turn leabian for you thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
292,Recording Kardashians so I can catch up on thebachelorette guiltypleasure chickshows,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
293,thebachelorette What am i doing with my life,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,Good LAWD these men thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
295,the fact that my mom and my mama in law beautiful love  is just AMAZING lt 3,9,6/3/13,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9278}"
296,Catching up on  Gotta say as corny as the gimmick was TheShirtlessWonder Kinda Hot WillAcceptThoseAbs,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
297,So many hot guys on  mygod,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
298,thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
299,Which guy on the new season of  is Sean Lowe not happy with,9,6/3/13,"{'neg': 0.193, 'neu': 0.71, 'pos': 0.097, 'compound': -0.3607}"
300,My TV loves me back when I watch The Bachelorette with ViggleTV  viggle,9,6/3/13,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}"
301,Des definitely has some good lookin men after her thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6808}"
302,How does one invent sign spinning He s just playing with a big board thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
303,The happiest you can be is when you are in love thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.8555}"
304,I will gladly take any of the guys Desiree discards thebachelorette,9,6/3/13,"{'neg': 0.161, 'neu': 0.645, 'pos': 0.194, 'compound': 0.1027}"
305,ViggleTV makes watching The Bachelorette even more entertaining  viggle,9,6/3/13,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}"
306,Watching thebachelorette where do they find these men signmeup,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
307,Me and my mom came to the conclusion that all the guys on thebachelorette are gay,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
308,24 guys just waiting to be dumped Anna age 8 ,9,6/3/13,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}"
309,Getting more from The Bachelorette with ViggleTV  viggle,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
310,Just watched thebachelorette premiere with Fights drinking drama this season is gonna be juicy lazysundays teamnigro,9,6/3/13,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4019}"
311,thebachelorette,9,6/3/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
312,Holy shit drew Please marry me sosexy thebachelorette,9,6/3/13,"{'neg': 0.303, 'neu': 0.504, 'pos': 0.193, 'compound': -0.3182}"
313,Watching another season of thebachelorette takes me back to my fairytale romance land,9,6/10/13,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5574}"
314,Ahhh I didn t get a retweet but a personal message from the one and only This guy  imweird,9,6/10/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
315,I would ve lost on the first date they danced thebachelorette,9,6/10/13,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}"
316,OMG Who is Catherine Giudici s fave guy on ,9,6/10/13,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
317,24 hours from now thebachelorette,9,6/10/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
318,In reality we hate reality tv NOT reality kardashians thebachelorette survivor Must we continue,9,6/10/13,"{'neg': 0.203, 'neu': 0.659, 'pos': 0.137, 'compound': -0.296}"
319, tomorrow or no I m still behind but ohwell,9,6/10/13,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.1531}"
320,My husbands take on the latest episode of ,9,6/10/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
321,My mom says I m good looking Sounds like a great catch lol thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.9062}"
322,you disappoint me A real fan knows it s thebachelorette right now teamdesiree,9,6/9/13,"{'neg': 0.193, 'neu': 0.643, 'pos': 0.164, 'compound': -0.1027}"
323,Tomorrow Desiree and the guys play some dodgeball on  Join the live chat starting at 8pm ET,9,6/9/13,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5574}"
324,OMG tomorrow we find out which guy had the girlfriend ahhh cant wait thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
325,FYI SPOILER Is Desiree Hartsock engaged ,9,6/9/13,"{'neg': 0.0, 'neu': 0.433, 'pos': 0.567, 'compound': 0.6408}"
326,Ok so I m voting for to be the first black female on  Somebody get ABC on the phone,9,6/9/13,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.296}"
327,I have a crush on Bryden from thebachelorette,9,6/9/13,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}"
328,FYI SPOILER Is Desiree Hartsock engaged ,9,6/9/13,"{'neg': 0.0, 'neu': 0.433, 'pos': 0.567, 'compound': 0.6408}"
329,So excited for tomorrow night thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.4005}"
330,Watching this weeks thebachelorette for the third time MyLifeHasReachedANewLow,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
331,Fotos de JuanPablo como cowboy Aqui thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
332,Omg this rap video on thebachelorette,9,6/9/13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
